sbadshah
Time step = 0.1
msg.angular.z 		 msg.linear.x
	0					0.0
	-0.1165					0.0104
	0.0582					0.0052
	0.1165					0.0104
	0.1165					0.0104
	0.1165					0.0104
	0.0582					0.0156
	0.1165					0.0104
	0.1165					0.0104
	0.0582					0.0156
	0.1165					0.0104
	0.0582					0.0156
	0.0582					0.0156
	0.1165					0.0104
	0.0582					0.0156
	0.0582					0.0156
	0.0582					0.0156
	0.0582					0.0156
	0.0582					0.0156
	0.0					0.0207
	0.0582					0.0156
	0.0582					0.0156
	0.0582					0.0156
	-0.1165					0.0104
	0.0582					0.0156
	0.0582					0.0156
	0.0582					0.0156
	0.0582					0.0156
	-0.1165					0.0104
	0.0582					0.0156
	-0.1165					0.0104
	0.0582					0.0156
	0.0582					0.0156
	-0.0582					0.0156
	-0.0582					0.0156
	-0.0582					0.0156
	-0.1165					0.0104
	0.0					0.0207
	0.0582					0.0156
	0.0582					0.0156
	0.0					0.0207
	0.0582					0.0156
	0.0582					0.0156
	0.0582					0.0156
	0.0582					0.0156
	0.0					0.0207
	-0.0582					0.0156
	-0.0582					0.0156
	-0.0582					0.0156
	-0.1165					0.0104
	-0.1165					0.0104
	-0.1165					0.0104
	-0.1165					0.0104
	-0.0582					0.0052
	-0.1165					0.0104
	-0.1165					0.0104
	-0.1165					0.0104
	-0.0582					0.0052
	-0.0582					0.0156
	-0.0582					0.0052
	0.1165					0.0104
	0.1165					0.0104
	0.0582					0.0052
	0.0582					0.0156
	0.1165					0.0104
	0.1165					0.0104
	0.0582					0.0156
	0.0					0.0207
	0.0					0.0207
	0.0					0.0207
	0.0					0.0207
	0.0					0.0207
	0.0582					0.0156
	0.0					0.0207
	0.0					0.0207
	0.0					0.0207
	0.0					0.0207
	0.0582					0.0156
	0.0					0.0207
	0.0					0.0207
	0.0582					0.0156
	0.0					0.0207
	0.0582					0.0156
	0.0582					0.0156
	0.0					0.0207
	0.0582					0.0156
	0.0582					0.0156
	0.0582					0.0156
	0.0582					0.0156
	0.0582					0.0156
	-0.1165					0.0104
	0.0582					0.0156
	-0.1165					0.0104
	0.0582					0.0156
	0.0582					0.0156
	-0.0582					0.0156
	-0.0582					0.0156
	-0.0582					0.0156
	-0.0582					0.0156
	0.0					0.0207
	0.0582					0.0156
	0.0582					0.0156
	0.0582					0.0156
	0.0582					0.0156
	0.0582					0.0156
	0.0582					0.0156
	0.0					0.0207
	-0.0582					0.0156
	-0.0582					0.0156
	-0.0582					0.0156
	-0.0582					0.0156
	-0.1165					0.0104
	-0.0582					0.0156
	0.0					0.0207
	-0.1165					0.0104
	-0.1165					0.0104
	-0.1165					0.0104
	0.0582					0.0156
	0.0					0.0207
	-0.0582					0.0156
	-0.0582					0.0156
	0.0582					0.0156
	-0.0582					0.0156
	-0.0582					0.0156
	0.0					0.0207
	0.0582					0.0156
	0.0					0.0207
	0.0582					0.0156
	0.0					0.0207
	0.0582					0.0156
	0.0					0.0207
	0.0					0.0207
	0.0					0.0207
	0.0582					0.0156
	0.0					0.0207
	0.0582					0.0156
	0.0					0.0207
	0.0					0.0207
	0.0582					0.0156
	0.0					0.0207
	0.0582					0.0156
	0.0					0.0207
	0.0					0.0207
	0.0582					0.0156
	0.0582					0.0156
	0.0					0.0207
	0.0582					0.0156
	0.0582					0.0156
	0.0582					0.0156
	0.0582					0.0156
	0.0582					0.0156
	0.0582					0.0156
	0.0					0.0207
	-0.0582					0.0156
	-0.0582					0.0156
	-0.0582					0.0156
	-0.0582					0.0156
	-0.0582					0.0156
	-0.0582					0.0156
	-0.0582					0.0156
	-0.1165					0.0104
	0.0582					0.0156
	0.0					0.0207
	0.0582					0.0156
	0.0					0.0207
	0.0582					0.0156
	0.0582					0.0156
	0.0					0.0207
	0.0582					0.0156
	0.0582					0.0156
	0.0582					0.0156
	0.1165					0.0104
	0.1165					0.0104
	0.0					0.0207
	0.1165					0.0104
	0.1165					0.0104
	0.0582					0.0156
	0.1165					0.0104
	0.1165					0.0104
	0.0582					0.0156
	-0.0582					0.0052
	0.1165					0.0104
	0.1165					0.0104
	0.0					0.0207
	0.0582					0.0156
	-0.0582					0.0156
	-0.0582					0.0052
	0.0					0.0207
	-0.0582					0.0156
	-0.0582					0.0156
	-0.0582					0.0156
	-0.1165					0.0104
	-0.1165					0.0104
	-0.1165					0.0104
	-0.1165					0.0104
	-0.1165					0.0104
	0.0					0.0207
	-0.0582					0.0156
	-0.0582					0.0156
	-0.0582					0.0156
	-0.0582					0.0156
	-0.0582					0.0156
	-0.0582					0.0156
	-0.0582					0.0156
	-0.0582					0.0156
	0.0					0.0207
	0.0582					0.0156
	0.0582					0.0156
	0.0582					0.0156
	0.0582					0.0156
